Brand,Variety,Style,Country,Stars,Country / Region,2014,2015,2016,2017,2018
Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Samyang,60 Ingredients,Cup,South Korea,2.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Batchelors,Super Noodles Chicken,Pack,United Kingdom,3.25,UK,360,360,360,360,370
Nissin,Taisho Fried Noodle Yakisoba,Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Mi Sedaap,Supreme Soto,Pack,Indonesia,4,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Pot Noodle,Original Curry,Cup,United Kingdom,3.75,UK,360,360,360,360,370
Lucky Me!,Pancit Canton Sweet Spicy,Pack,Philippines,5,Philippines,"3,320","3,480","3,410","3,750","3,980"
Yum Yum,Vegetable,Pack,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Golden Wheat,South Korean Style Spicy Beef,Pack,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Unox,Good Noodles Chicken,Pack,Netherlands,3.5,Netherlands,20,20,20,30,20
Menraku,Curry Udon,Bowl,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Yum Yum,Chicken,Pack,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Top Ramen Chicken,Pack,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Demae Ramen Chicken,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Lucky Me!,Lomi Seafood Vegetable,Pack,Philippines,0.5,Philippines,"3,320","3,480","3,410","3,750","3,980"
Mama,Pad Kee Mao Drunken,Pack,Thailand,2,Thailand,"3,070","3,070","3,360","3,390","3,460"
Ottogi,Yeul Ramyun,Pack,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Wai Wai,Chicken Flavor,Pack,Thailand,0.9,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mama,Pho Ga,Pack,Thailand,3.1,Thailand,"3,070","3,070","3,360","3,390","3,460"
Paldo,Gomtang,Pack,South Korea,4.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Doll,Spicy Tomkotsu,Pack,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Yum Yum,Beef,Pack,Thailand,3.25,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Sapporo Ichiban,Hot Spicy Chicken,Pack,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Unox,Good Noodles Vegetable,Pack,Netherlands,3.75,Netherlands,20,20,20,30,20
Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Annie Chun's,Soy Ginger Ramen,Pack,United States,1.5,USA,"4,280","4,080","4,100","4,130","4,400"
JML,Artificial Spicy Hot Beef,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Cup Noodles Spicy Seafood,Cup,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Samyang,Hot Beef,Pack,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Menraku,Soy Sauce,Bowl,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,Taiwan,710,680,770,820,830
Snapdragon,Beijing Vegetable Rice Noodle,Cup,Singapore,2,Singapore,130,130,130,130,130
Dragonfly,Artificial Chicken,Bowl,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Thai Kitchen,Thai Ginger Rice Noodle,Pack,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Wang,Champong Spicy Seafood,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Tradition,Imitation Beef,Cup,United States,2.5,USA,"4,280","4,080","4,100","4,130","4,400"
Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Dragonfly,Artificial Onion,Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Menraku,Miso,Bowl,Japan,2.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Snapdragon,South Korean Kimchi Rice Noodle,Cup,Singapore,3.75,Singapore,130,130,130,130,130
Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4,Taiwan,710,680,770,820,830
Samyang,Beef,Cup,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Dragonfly,Artificial Seafood,Bowl,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nongshim,Oolongmen Beef,Cup,South Korea,2.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
JML,Artificial Spicy Beef,Pack,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Knorr,Pizza,Pack,Pakistan,3,Pakistan,150,160,170,190,190
GreeNoodle,Miso,Pack,Thailand,1,Thailand,"3,070","3,070","3,360","3,390","3,460"
Sunlee,Beef Rice Stick,Bowl,Thailand,2,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nongshim,Neoguri Mild,Pack,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,United States,2.5,USA,"4,280","4,080","4,100","4,130","4,400"
Dragonfly,Artificial Beef,Bowl,China/Hong Kong,4.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0,Taiwan,710,680,770,820,830
Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Maruchan,Yakisoba Shrimp,Tray,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5,Singapore,130,130,130,130,130
Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Noah Foods,Phoya Rice Noodles Beef,Bowl,Vietnam,2.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
JML,Artificial Stew Beef,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Foodmon,DJ DOC Instant rice Ramen Topokki,Bowl,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
JML,Stew Pork,Pack,China/Hong Kong,3.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Kailo,Big Bowl Crab ,Bowl,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Kailo,Big Bowl Artificial Chicken,Bowl,China/Hong Kong,2.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Kamfen,Japanese U-Don Lobster Scallop,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Ottogi,Hot & Spicy Ramen,Cup,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ottogi,Bekse Curry Myon,Cup,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Itomen,Yellow Buckwheat,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Menraku,Shio,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Thai Kitchen,Mushroom Rice Noodle,Bowl,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Vedan,Mushroom & Artificial Cuttlefish,Pack,Taiwan,1.75,Taiwan,710,680,770,820,830
Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Annie Chun's,Teriyaki Noodle,Bowl,United States,1.75,USA,"4,280","4,080","4,100","4,130","4,400"
Gefen,Vegetable,Pack,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab ,Bowl,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Myojo,Ramen-Desse Miso Soybean Paste,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Thai Kitchen,Spring Onion Rice Noodle,Bowl,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Koyo,Lemongrass ginger,Pack,United States,1.5,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Gefen,Chicken,Pack,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Paldo,Snack Noodle slightly Hot,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Vifon,Tu Quy Sour Spicy Shrimp,Pack,Vietnam,1.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Mama,Vegetable,Pack,Thailand,3.25,Thailand,"3,070","3,070","3,360","3,390","3,460"
Ottogi,Ppushu Ppushu Barbecue,Pack,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Top Ramen Shrimp,Pack,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Samyang,Sutah Hot Spicy Beef,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Menraku,Tempura Udon,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Gefen,Imitation Chicken Vegetarian,Pack,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,Taiwan,3.75,Taiwan,710,680,770,820,830
Ibumie,Harmee Mee goreng Prawn,Pack,Malaysia,4.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,Taiwan,3.75,Taiwan,710,680,770,820,830
Baijia,Single Noble Pickled Radish & Duck,Cup,China/Hong Kong,0.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Koyo,Asian Vegetable,Pack,United States,1.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Bowl Noodle Savory Chicken,Bowl,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Myojo,Ippeichan Soybean Paste,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Ottogi,Ppushu Ppushu Tteobokki,Pack,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,Taiwan,710,680,770,820,830
Ve Wong,Little Prince Bacon,Pack,Vietnam,4.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Sao Tao,Noodle King Hong Koing Style Wonton,Bowl,China/Hong Kong,2.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
iNoodle,Taiwan Style Chow Mein,Pack,Taiwan,2.25,Taiwan,710,680,770,820,830
Mr. Udon,Chicken,Pack,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4,Philippines,"3,320","3,480","3,410","3,750","3,980"
Nongshim,Kalguksoo,Pack,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ottogi,Spice Seafood,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Maruchan,Instant Lunch Hot spicy Beef,Cup,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Samyang,Beef,Bowl,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nongshim,Big Bowl Spicy Kimchi,Bowl,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Unif,Artificial Beef With Sauerkraut,Bowl,Taiwan,3.75,Taiwan,710,680,770,820,830
Mi Sedaap,Mie Sambal Goreng,Pack,Indonesia,4.25,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Mi Sedaap,Kari Spesial,Pack,Indonesia,4.5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Lucky Me!,Supreme Bulalo,Bowl,Philippines,3.25,Philippines,"3,320","3,480","3,410","3,750","3,980"
Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,2.5,Taiwan,710,680,770,820,830
Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,Taiwan,710,680,770,820,830
Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5,Philippines,"3,320","3,480","3,410","3,750","3,980"
Quickchow,Chicken Mami,Pack,Philippines,3.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Kamfen,E Menm Chicken,,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,5,Singapore,130,130,130,130,130
Vifon,Tu quy Chicken,Pack,Vietnam,3,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Chikara,Shrimp Udon,Pack,United States,4.5,USA,"4,280","4,080","4,100","4,130","4,400"
Q,Noodle With Sesame Sauce,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Noodle Time,Shin Cup,Cup,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Vifon,Mi Lau Thai Thai Stle,Bowl,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Sapporo Ichiban,Beef Flavorc,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Myojo,Ramen Desse Shio,Bowl,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
iNoodle,Udon Noodle Soup Oriental,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Vifon,Tu Quy Spicy Beef,Pack,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Sapporo Ichiban,Chicken Flavor,Cup,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Ve Wong,Artificial Classic Beef,Bowl,Taiwan,3.75,Taiwan,710,680,770,820,830
Doll,Artificial Beef Flavor,Pack,China/Hong Kong,2.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Souper,Alimentary Paste Chow Mein,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Maruchan,Midori No Tanuki,Bowl,Japan,4.125,Japan,"5,500","5,540","5,660","5,660","5,780"
Sunlee,Crab Vermicelli,Bowl,Thailand,3.25,Thailand,"3,070","3,070","3,360","3,390","3,460"
Lucky Me!,Instant Bulalo Bone Marrow,Pack,Philippines,3.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Payless,Instant Mami Chicken,Pack,Philippines,4,Philippines,"3,320","3,480","3,410","3,750","3,980"
Gomex,3 Mien Mi Tom Chua Cay Hot sour Shrimp,Pack,Vietnam,2.25,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Ottogi,Snack Ramyon,Cup,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Vifon,Asian Style Instant Noodles Beef,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Ibumie,Harmee Prawn,Pack,Malaysia,3.25,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Vina Acecook,Hao Hao Sate Onion,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,United States,2.25,USA,"4,280","4,080","4,100","4,130","4,400"
Sao Tao,Noodle King Scallop Thick,Bowl,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Myojo,Suudon Desse Soy Sauce,Bowl,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Cup Noodles Seafood Curry,Cup,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Paldo,Spicy Seafood,Cup,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Quickchow,Quickie Mami La Paz Batchoy,Cup,Philippines,3,Philippines,"3,320","3,480","3,410","3,750","3,980"
Vina Acecook,Bestcook Hot spicy Tom Yum Shrimp,Bowl,Vietnam,4.25,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Ottogi,Jin Ramen (Mild),Cup,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,Hwa Cup Hot Spicy,Cup,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Kamfen,Dried Mix Noodles XO Sauce,Tray,China/Hong Kong,2,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Yakisoba Noodles Karashi,Tray,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Myojo,Hyoubanya No Chukasoba Oriental,Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Menraku,Curry Soba,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Maruchan,Instant Lunch Cheddar Cheese,Cup,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Bowl Noodles Rich & Savory Beef,Bowl,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
US Canning,Fu Chang Chinese Noodle Company Pork Seafood,Tray,United States,0,USA,"4,280","4,080","4,100","4,130","4,400"
Ve Wong,Hot Of Hots Artificial Black Peppered Beef,Bowl,Taiwan,1.25,Taiwan,710,680,770,820,830
Nissin,Demae Iccho Tom Yam Goong Macaroni,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Lucky Me!,Chicken Na Chicken,Pack,Philippines,2.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Lucky Me!,N-Rich Artificial Chicken With Ginger,Pack,Philippines,2.5,Philippines,"3,320","3,480","3,410","3,750","3,980"
Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,Vietnam,4.25,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Rhee Bros Assi,Pho Vietnamese Noodle Soup,Tray,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Chow Mein Thai Peanut,Tray,United States,2.5,USA,"4,280","4,080","4,100","4,130","4,400"
Ve Wong,Hot Of Hots Artificial Satay Beef,Bowl,Taiwan,3.75,Taiwan,710,680,770,820,830
Sau Tao,Ho Fan Abalone Chicken,Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Sau Tao,Noodle King Lobster Thick,Bowl,China/Hong Kong,2.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Vifon,Pho Bo Beef Rice Noodle,Pack,Vietnam,0.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Vifon,Asian Style Instant Noodles Shrimp,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nissin,Cup Noodles Chicken Vegetable,Cup,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Noodle Time,Spicy Thai,Bowl,Canada,0.5,Canada,190,190,190,190,190
Nissin,Chow Noodles Alfredo,Tray,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Fuku,Superior Soup,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Bon Go Jang,Tofu Udon Dosirak,Tray,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Knorr,Chili Pork,Cup,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Saigon Ve Wong,Kung Fu Artificial Chicken,Pack,Vietnam,3.25,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Payless,Pancit Shanghai,Pack,Philippines,2.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Nissin,Cup Noodles Prawn,Cup,Singapore,3.25,Singapore,130,130,130,130,130
Sao Tao,Noodle King Beef Hong Kong Style,Bowl,China/Hong Kong,2.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Demae Iccho Tonkotsu Macaroni,Pack,Japan,3.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Vina Acecook,Daily Hot & Sour With Shrimp,Pack,Vietnam,4.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Tayho,Vermicelli With Pork,Bowl,United States,1.25,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Cup Noodles Hearty Chicken,Cup,United States,2.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Bowl Noodles Hot & Spicy Beef,Bowl,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Doll,Spicy Artificial Pork,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Payless,Xtra Big Kalamansi Pancit Canton,Pack,Philippines,4,Philippines,"3,320","3,480","3,410","3,750","3,980"
Maruchan,Ramen Noodle Soup Roast Beef,Pack,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Noodle Lite 275 Udon Mushroom,Bowl,South Korea,2.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Top Ramen Chili,Pack,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Ramen Noodle Soup Chili,Pack,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Top Ramen Picante Beef,Pack,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Souper Meal Tomato Garlic Shrimp,Bowl,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Ottogi,Ramen Bokki,Bowl,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,Bowl Noodle Kimchi,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Sunny Maid,Mi Chay Vegetarian,Pack,Taiwan,1.75,Taiwan,710,680,770,820,830
Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3.125,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Myojo,Charumera Shoyu,Pack,Japan,3.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Paldo,Stirfried Kimchi,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Super Bihun,Goreng Rice Noodles,Pack,Indonesia,4.5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Nongshim,Shin Big Bowl,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Vina Acecook,Daily Vegetarian,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Shirakiku,Japanese Style Tokusen Shoyu,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Payless,Xtra Big Chilimansi Pancit Canton,Pack,Philippines,4.5,Philippines,"3,320","3,480","3,410","3,750","3,980"
Nissin,Big Cup Noodles Chicken,Cup,United States,2.25,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Six Fortune,Instant Noodles With Soup,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Goku Uma,Hot & Spicy Beef,Bowl,Japan,3.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Big Cup Noodles Beef,Cup,United States,2.125,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Big Cup Noodles Shrimp,Cup,United States,2.25,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Champong Oriental Noodles,Cup,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Sunlee,Crab Noodle,Bowl,Thailand,4.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vifon,Phu Gia Instant Bean Thread Chicken,Pack,Vietnam,3.25,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Mee Jang,Artificial Beef Flavor,Bowl,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nongshim,Big Bowl Udon,Bowl,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Gomex,3 Mien Mi Tom Hum Lobster,Pack,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Little Cook,TVP Curry Chicken,Bowl,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mee Jang,Artificial Pork,Bowl,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ottogi,Jin Ramen (Hot),Cup,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Unif,Shrimp Fish,Bowl,Taiwan,3.75,Taiwan,710,680,770,820,830
Little Cook,TVP Spicy Beef,Bowl,Thailand,4.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Maruchan,Ramen Noodle Soup Spicy Picante Chicken,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Ramen Noodle Soup Oriental,Pack,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
